,date,ticker,option_id,expiration,S0,div_yield,disc_rate,expiration_days,strike,implied_vol,delta,call/put,best_bid,best_offer,volume
1432,2023-02-28,AAPL,144543840,2023-09-15,147.41,0.007371955769622142,0.049131065379912374,199,300.0,0.319332,0.002576,C,0.01,0.04,1
792,2023-03-01,AAPL,151698039,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,65.0,0.51104,-0.00849,P,0.16,0.19,0
791,2023-03-01,AAPL,142859004,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,70.0,0.4891,-0.011557,P,0.22,0.25,0
790,2023-03-01,AAPL,141470480,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,75.0,0.466646,-0.015279,P,0.29,0.32,0
789,2023-03-01,AAPL,141470481,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,80.0,0.447529,-0.020459,P,0.39,0.42,0
788,2023-03-01,AAPL,141470482,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,85.0,0.430359,-0.027359,P,0.52,0.56,0
787,2023-03-01,AAPL,141470483,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,90.0,0.414178,-0.036247,P,0.7,0.73,82
786,2023-03-01,AAPL,141470484,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,95.0,0.399217,-0.047714,P,0.93,0.96,52
824,2023-03-01,AAPL,141470457,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,100.0,0.385401,-0.062356,P,1.23,1.26,78
823,2023-03-01,AAPL,141470458,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,105.0,0.372698,-0.080871,P,1.62,1.65,11
822,2023-03-01,AAPL,141470459,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,110.0,0.36035,-0.103572,P,2.1,2.15,71
801,2023-03-01,AAPL,141470460,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,115.0,0.348989,-0.131455,P,2.72,2.78,132
839,2023-03-01,AAPL,141470461,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,120.0,0.338954,-0.165364,P,3.5,3.6,22
800,2023-03-01,AAPL,141470462,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,125.0,0.328972,-0.205034,P,4.45,4.6,35
798,2023-03-01,AAPL,141470463,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,130.0,0.31902,-0.250843,P,5.65,5.75,585
776,2023-03-01,AAPL,141470464,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,135.0,0.309704,-0.303237,P,7.05,7.2,22
775,2023-03-01,AAPL,141470465,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,140.0,0.300828,-0.361796,P,8.75,8.9,504
774,2023-03-01,AAPL,141470466,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,145.0,0.29223,-0.426043,P,10.75,10.9,441
812,2023-03-01,AAPL,141470439,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,150.0,0.289895,0.525482,C,11.7,11.85,557
811,2023-03-01,AAPL,141470440,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,155.0,0.280595,0.460637,C,9.3,9.45,169
818,2023-03-01,AAPL,141470441,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,160.0,0.273697,0.396116,C,7.3,7.45,292
810,2023-03-01,AAPL,141470442,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,165.0,0.26632,0.332659,C,5.6,5.7,148
808,2023-03-01,AAPL,141470443,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,170.0,0.260011,0.273177,C,4.2,4.3,162
807,2023-03-01,AAPL,141470444,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,175.0,0.254956,0.219744,C,3.1,3.2,133
806,2023-03-01,AAPL,141470445,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,180.0,0.250935,0.173455,C,2.27,2.34,57
805,2023-03-01,AAPL,141470446,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,185.0,0.247866,0.134681,C,1.65,1.69,2
804,2023-03-01,AAPL,141470447,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,190.0,0.245555,0.103105,C,1.18,1.22,111
803,2023-03-01,AAPL,141470448,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,195.0,0.243722,0.077877,C,0.83,0.88,3
802,2023-03-01,AAPL,141470449,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,200.0,0.244331,0.05982,C,0.62,0.64,47
809,2023-03-01,AAPL,141470450,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,205.0,0.243768,0.044761,C,0.43,0.47,0
819,2023-03-01,AAPL,141470451,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,210.0,0.244625,0.033999,C,0.31,0.35,0
820,2023-03-01,AAPL,141528516,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,220.0,0.249056,0.020517,C,0.17,0.21,7
821,2023-03-01,AAPL,141528517,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,230.0,0.254622,0.012825,C,0.1,0.13,0
838,2023-03-01,AAPL,142291791,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,240.0,0.259665,0.00804,C,0.06,0.08,10
837,2023-03-01,AAPL,142291792,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,250.0,0.273898,0.006673,C,0.05,0.07,1
836,2023-03-01,AAPL,144084639,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,260.0,0.271762,0.00356,C,0.02,0.04,1
835,2023-03-01,AAPL,144543837,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,270.0,0.28781,0.003387,C,0.01,0.05,0
833,2023-03-01,AAPL,144543839,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,290.0,0.312557,0.002665,C,0.01,0.04,0
832,2023-03-01,AAPL,144543840,2023-09-15,145.31,0.007478494253664579,0.049262950330217346,198,300.0,0.326478,0.002566,C,0.01,0.04,4
492,2023-03-02,AAPL,151698039,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,65.0,0.512322,-0.008241,P,0.15,0.19,0
491,2023-03-02,AAPL,142859004,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,70.0,0.487683,-0.010915,P,0.2,0.24,0
490,2023-03-02,AAPL,141470480,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,75.0,0.466313,-0.014605,P,0.27,0.31,0
489,2023-03-02,AAPL,141470481,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,80.0,0.449041,-0.019925,P,0.38,0.41,0
488,2023-03-02,AAPL,141470482,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,85.0,0.431605,-0.026589,P,0.51,0.54,27
487,2023-03-02,AAPL,141470483,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,90.0,0.414766,-0.03506,P,0.67,0.71,87
479,2023-03-02,AAPL,141470484,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,95.0,0.399534,-0.046115,P,0.89,0.93,23
325,2023-03-02,AAPL,141470457,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,100.0,0.384927,-0.060028,P,1.17,1.21,101
324,2023-03-02,AAPL,141470458,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,105.0,0.371231,-0.077556,P,1.52,1.58,4
323,2023-03-02,AAPL,141470459,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,110.0,0.358887,-0.099629,P,1.99,2.05,115
322,2023-03-02,AAPL,141470460,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,115.0,0.34772,-0.126917,P,2.59,2.66,617
321,2023-03-02,AAPL,141470461,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,120.0,0.337761,-0.16017,P,3.35,3.45,134
320,2023-03-02,AAPL,141470462,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,125.0,0.327968,-0.199243,P,4.3,4.4,247
319,2023-03-02,AAPL,141470463,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,130.0,0.318243,-0.244494,P,5.45,5.55,80
318,2023-03-02,AAPL,141470464,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,135.0,0.308522,-0.296131,P,6.8,6.95,132
317,2023-03-02,AAPL,141470465,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,140.0,0.299369,-0.354179,P,8.45,8.6,93
316,2023-03-02,AAPL,141470466,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,145.0,0.289972,-0.41822,P,10.35,10.55,192
330,2023-03-02,AAPL,141470439,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,150.0,0.287934,0.532581,C,11.9,12.05,185
373,2023-03-02,AAPL,141470440,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,155.0,0.279521,0.467732,C,9.5,9.65,241
372,2023-03-02,AAPL,141470441,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,160.0,0.271667,0.402201,C,7.45,7.55,119
374,2023-03-02,AAPL,141470442,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,165.0,0.263805,0.337556,C,5.65,5.8,49
375,2023-03-02,AAPL,141470443,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,170.0,0.258881,0.278502,C,4.3,4.4,152
394,2023-03-02,AAPL,141470444,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,175.0,0.253816,0.224234,C,3.15,3.3,68
376,2023-03-02,AAPL,141470445,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,180.0,0.249615,0.17691,C,2.31,2.4,188
393,2023-03-02,AAPL,141470446,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,185.0,0.245467,0.136149,C,1.65,1.71,379
392,2023-03-02,AAPL,141470447,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,190.0,0.243757,0.104625,C,1.18,1.25,131
391,2023-03-02,AAPL,141470448,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,195.0,0.241687,0.07867,C,0.84,0.88,31
390,2023-03-02,AAPL,141470449,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,200.0,0.241367,0.059494,C,0.59,0.65,157
389,2023-03-02,AAPL,141470450,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,205.0,0.240759,0.044272,C,0.42,0.46,3
388,2023-03-02,AAPL,141470451,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,210.0,0.2415,0.033392,C,0.3,0.34,0
387,2023-03-02,AAPL,141528516,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,220.0,0.245476,0.019758,C,0.16,0.2,28
386,2023-03-02,AAPL,141528517,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,230.0,0.248703,0.011514,C,0.09,0.11,0
385,2023-03-02,AAPL,142291791,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,240.0,0.253851,0.007113,C,0.05,0.07,1
384,2023-03-02,AAPL,142291792,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,250.0,0.270045,0.006229,C,0.05,0.06,0
383,2023-03-02,AAPL,144084639,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,260.0,0.274702,0.004057,C,0.02,0.05,0
382,2023-03-02,AAPL,144543837,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,270.0,0.281817,0.002912,C,0.01,0.04,0
381,2023-03-02,AAPL,144543838,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,280.0,0.297001,0.002782,C,0.01,0.04,0
380,2023-03-02,AAPL,144543839,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,290.0,0.316827,0.003111,C,0.01,0.05,0
379,2023-03-02,AAPL,144543840,2023-09-15,145.91,0.007447741758618327,0.049395722337766346,197,300.0,0.325513,0.002569,C,0.01,0.04,50
647,2023-03-03,AAPL,151698039,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,65.0,0.509734,-0.006102,P,0.1,0.15,3
646,2023-03-03,AAPL,142859004,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,70.0,0.496299,-0.009141,P,0.14,0.24,4
645,2023-03-03,AAPL,141470480,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,75.0,0.467776,-0.011289,P,0.21,0.24,0
644,2023-03-03,AAPL,141470481,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,80.0,0.449074,-0.015194,P,0.29,0.31,94
643,2023-03-03,AAPL,141470482,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,85.0,0.42999,-0.019999,P,0.38,0.4,0
642,2023-03-03,AAPL,141470483,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,90.0,0.413413,-0.026529,P,0.5,0.53,3
648,2023-03-03,AAPL,141470484,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,95.0,0.398717,-0.035222,P,0.67,0.7,209
595,2023-03-03,AAPL,141470457,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,100.0,0.385188,-0.046485,P,0.9,0.92,130
604,2023-03-03,AAPL,141470458,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,105.0,0.370853,-0.060115,P,1.16,1.2,29
594,2023-03-03,AAPL,141470459,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,110.0,0.35854,-0.077829,P,1.52,1.57,4
586,2023-03-03,AAPL,141470460,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,115.0,0.347098,-0.099914,P,1.99,2.04,258
581,2023-03-03,AAPL,141470461,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,120.0,0.337391,-0.127555,P,2.6,2.67,213
580,2023-03-03,AAPL,141470462,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,125.0,0.325834,-0.159446,P,3.3,3.4,374
579,2023-03-03,AAPL,141470463,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,130.0,0.316953,-0.198581,P,4.25,4.35,262
578,2023-03-03,AAPL,141470464,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,135.0,0.308068,-0.243842,P,5.4,5.5,808
577,2023-03-03,AAPL,141470465,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,140.0,0.297809,-0.294933,P,6.7,6.85,87
576,2023-03-03,AAPL,141470466,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,145.0,0.290081,-0.353237,P,8.4,8.5,86
575,2023-03-03,AAPL,141470467,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,150.0,0.281419,-0.417217,P,10.3,10.45,303
668,2023-03-03,AAPL,141470440,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,155.0,0.278612,0.534285,C,12.0,12.15,695
685,2023-03-03,AAPL,141470441,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,160.0,0.27039,0.469333,C,9.6,9.7,118
669,2023-03-03,AAPL,141470442,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,165.0,0.262666,0.40352,C,7.5,7.6,229
684,2023-03-03,AAPL,141470443,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,170.0,0.256099,0.339452,C,5.75,5.85,371
683,2023-03-03,AAPL,141470444,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,175.0,0.250458,0.279285,C,4.35,4.4,84
682,2023-03-03,AAPL,141470445,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,180.0,0.245147,0.224185,C,3.15,3.3,546
681,2023-03-03,AAPL,141470446,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,185.0,0.242009,0.177602,C,2.32,2.43,270
680,2023-03-03,AAPL,141470447,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,190.0,0.237914,0.136461,C,1.66,1.72,134
679,2023-03-03,AAPL,141470448,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,195.0,0.235528,0.103892,C,1.18,1.23,103
678,2023-03-03,AAPL,141470449,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,200.0,0.234188,0.078492,C,0.84,0.88,61
677,2023-03-03,AAPL,141470450,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,205.0,0.233262,0.05866,C,0.59,0.63,15
676,2023-03-03,AAPL,141470451,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,210.0,0.233581,0.044131,C,0.42,0.46,10
675,2023-03-03,AAPL,141528516,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,220.0,0.235758,0.025194,C,0.21,0.26,47
674,2023-03-03,AAPL,141528517,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,230.0,0.241606,0.015533,C,0.12,0.16,30
673,2023-03-03,AAPL,142291791,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,240.0,0.243636,0.008769,C,0.04,0.11,1
672,2023-03-03,AAPL,142291792,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,250.0,0.256425,0.006848,C,0.04,0.08,140
671,2023-03-03,AAPL,144084639,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,260.0,0.262948,0.004625,C,0.02,0.06,0
670,2023-03-03,AAPL,144543837,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,270.0,0.271757,0.003451,C,0.01,0.05,0
605,2023-03-03,AAPL,144543839,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,290.0,0.297046,0.0027,C,0.01,0.04,0
603,2023-03-03,AAPL,144543840,2023-09-15,151.03,0.007195259220022512,0.049534081461759895,196,300.0,0.305003,0.002147,C,0.01,0.03,38
920,2023-03-06,AAPL,151698039,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,65.0,0.519751,-0.005715,P,0.11,0.13,4
919,2023-03-06,AAPL,142859004,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,70.0,0.497485,-0.007746,P,0.15,0.17,1
918,2023-03-06,AAPL,141470480,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,75.0,0.477669,-0.010522,P,0.2,0.23,1
917,2023-03-06,AAPL,141470481,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,80.0,0.458707,-0.014092,P,0.27,0.3,1
916,2023-03-06,AAPL,141470482,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,85.0,0.439665,-0.018518,P,0.36,0.38,6
915,2023-03-06,AAPL,141470483,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,90.0,0.422713,-0.024421,P,0.47,0.5,75
914,2023-03-06,AAPL,141470484,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,95.0,0.406302,-0.031888,P,0.62,0.64,19
961,2023-03-06,AAPL,141470457,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,100.0,0.390698,-0.041374,P,0.8,0.83,51
959,2023-03-06,AAPL,141470458,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,105.0,0.376184,-0.053487,P,1.03,1.08,26
958,2023-03-06,AAPL,141470459,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,110.0,0.363705,-0.069284,P,1.36,1.4,76
957,2023-03-06,AAPL,141470460,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,115.0,0.35137,-0.088689,P,1.76,1.81,76
956,2023-03-06,AAPL,141470461,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,120.0,0.340008,-0.112745,P,2.28,2.33,374
955,2023-03-06,AAPL,141470462,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,125.0,0.329505,-0.142123,P,2.94,2.99,42
954,2023-03-06,AAPL,141470463,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,130.0,0.319989,-0.177534,P,3.75,3.85,399
953,2023-03-06,AAPL,141470464,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,135.0,0.310048,-0.218614,P,4.75,4.85,140
960,2023-03-06,AAPL,141470465,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,140.0,0.300723,-0.266338,P,5.95,6.1,460
970,2023-03-06,AAPL,141470466,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,145.0,0.292403,-0.320845,P,7.45,7.6,97
971,2023-03-06,AAPL,141470467,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,150.0,0.283629,-0.381351,P,9.2,9.35,481
939,2023-03-06,AAPL,141470441,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,160.0,0.274252,0.506037,C,11.0,11.15,1052
938,2023-03-06,AAPL,141470442,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,165.0,0.266068,0.440854,C,8.7,8.85,269
937,2023-03-06,AAPL,141470443,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,170.0,0.259001,0.375969,C,6.75,6.9,349
993,2023-03-06,AAPL,141470444,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,175.0,0.252615,0.313441,C,5.15,5.25,1081
992,2023-03-06,AAPL,141470445,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,180.0,0.247434,0.255798,C,3.85,3.95,532
991,2023-03-06,AAPL,141470446,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,185.0,0.242547,0.203758,C,2.83,2.89,269
990,2023-03-06,AAPL,141470447,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,190.0,0.239603,0.160252,C,2.06,2.13,154
989,2023-03-06,AAPL,141470448,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,195.0,0.236519,0.123101,C,1.48,1.52,36
988,2023-03-06,AAPL,141470449,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,200.0,0.234208,0.093191,C,1.04,1.09,1486
987,2023-03-06,AAPL,141470450,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,205.0,0.233766,0.070853,C,0.75,0.79,1677
986,2023-03-06,AAPL,141470451,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,210.0,0.234066,0.053808,C,0.54,0.58,786
985,2023-03-06,AAPL,141528516,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,220.0,0.235859,0.030965,C,0.28,0.32,0
984,2023-03-06,AAPL,141528517,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,230.0,0.241829,0.019252,C,0.16,0.2,33
983,2023-03-06,AAPL,142291791,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,240.0,0.248994,0.012553,C,0.1,0.13,0
982,2023-03-06,AAPL,142291792,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,250.0,0.255845,0.008323,C,0.06,0.09,518
981,2023-03-06,AAPL,144084639,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,260.0,0.265163,0.006083,C,0.04,0.07,10
994,2023-03-06,AAPL,144543837,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,270.0,0.269596,0.003964,C,0.02,0.05,1
980,2023-03-06,AAPL,144543838,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,280.0,0.276469,0.002845,C,0.01,0.04,0
979,2023-03-06,AAPL,144543839,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,290.0,0.291266,0.002719,C,0.01,0.04,0
968,2023-03-06,AAPL,144543840,2023-09-15,153.83,0.007064291750633816,0.049610846023558954,193,300.0,0.310624,0.003041,C,0.02,0.04,1
1071,2023-03-07,AAPL,151698039,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,65.0,0.513969,-0.005873,P,0.1,0.14,5
1090,2023-03-07,AAPL,142859004,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,70.0,0.491389,-0.007968,P,0.14,0.18,4
1072,2023-03-07,AAPL,141470480,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,75.0,0.471236,-0.010834,P,0.19,0.24,0
1089,2023-03-07,AAPL,141470481,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,80.0,0.451921,-0.014526,P,0.27,0.3,25
1088,2023-03-07,AAPL,141470482,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,85.0,0.434446,-0.019481,P,0.37,0.39,10
1087,2023-03-07,AAPL,141470483,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,90.0,0.418193,-0.025961,P,0.49,0.52,27
1086,2023-03-07,AAPL,141470484,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,95.0,0.402567,-0.034238,P,0.65,0.68,4
1433,2023-03-07,AAPL,141470457,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,100.0,0.387584,-0.044759,P,0.85,0.89,136
1432,2023-03-07,AAPL,141470458,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,105.0,0.37471,-0.058625,P,1.13,1.17,40
1431,2023-03-07,AAPL,141470459,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,110.0,0.361553,-0.075608,P,1.47,1.52,10
1430,2023-03-07,AAPL,141470460,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,115.0,0.349919,-0.097146,P,1.93,1.97,22
1429,2023-03-07,AAPL,141470461,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,120.0,0.33974,-0.124011,P,2.54,2.55,121
1428,2023-03-07,AAPL,141470462,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,125.0,0.328467,-0.155488,P,3.2,3.3,191
1427,2023-03-07,AAPL,141470463,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,130.0,0.318582,-0.193476,P,4.1,4.2,82
1426,2023-03-07,AAPL,141470464,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,135.0,0.310487,-0.238551,P,5.25,5.35,80
1425,2023-03-07,AAPL,141470465,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,140.0,0.300892,-0.289266,P,6.55,6.7,298
1424,2023-03-07,AAPL,141470466,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,145.0,0.29197,-0.346595,P,8.15,8.3,76
1423,2023-03-07,AAPL,141470467,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,150.0,0.284077,-0.410116,P,10.1,10.2,1224
1342,2023-03-07,AAPL,141470440,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,155.0,0.284277,0.541203,C,12.4,12.55,29
1341,2023-03-07,AAPL,141470441,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,160.0,0.275021,0.47676,C,9.9,10.05,267
1340,2023-03-07,AAPL,141470442,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,165.0,0.268061,0.411922,C,7.8,7.95,151
1361,2023-03-07,AAPL,141470443,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,170.0,0.260546,0.347522,C,6.0,6.1,727
1437,2023-03-07,AAPL,141470444,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,175.0,0.254505,0.28694,C,4.5,4.65,332
1436,2023-03-07,AAPL,141470445,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,180.0,0.249421,0.231775,C,3.35,3.45,188
1414,2023-03-07,AAPL,141470446,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,185.0,0.245284,0.183479,C,2.46,2.52,221
1413,2023-03-07,AAPL,141470447,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,190.0,0.242348,0.143018,C,1.79,1.83,571
1412,2023-03-07,AAPL,141470448,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,195.0,0.239949,0.109633,C,1.28,1.32,86
1411,2023-03-07,AAPL,141470449,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,200.0,0.238046,0.082843,C,0.91,0.94,1954
1410,2023-03-07,AAPL,141470450,2023-09-15,151.6,0.0071682058047493405,0.04977478415617362,192,205.0,0.237857,0.062925,C,0.65,0.69,19
